Area,Bedrooms,Bathrooms,Balcony,Floor_No,Total_Floors,Carpet_Area,Parking_Count,Maintenance_Cost,City,Property_Type,Quality,Furnishing,Property_Age,Facing,Parking,Gym,Pool,Lift,Security,Garden,Play_Area,Club_House,Power_Backup,Water_Supply,WiFi,Maintenance,Fire_Safety,CCTV,Intercom,Rainwater,Visitor_Parking,Price
2796,2,2,3,12,23,2183,0,1528,Bangalore,apartment,medium,semi,5-10,6,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,1,28605316
1305,4,3,2,10,11,1170,1,464,Ahmedabad,villa,medium,full,5-10,4,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,10772608
1010,4,4,3,19,20,953,0,3976,Rajahmundry,apartment,low,unfurnished,20+,0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,6475792
1679,3,2,3,5,8,1462,0,2745,Hyderabad,villa,medium,unfurnished,20+,2,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,12578275
2176,4,5,3,11,12,1676,1,5270,Kolkata,independent,medium,semi,0-5,4,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,0,1,13445707
3341,2,2,1,14,26,2860,1,4947,Rajahmundry,independent,medium,semi,0-5,6,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,22516104
2622,2,1,1,4,18,2001,2,58,Hyderabad,independent,high,unfurnished,0-5,6,1,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,18227290
746,2,3,3,14,15,660,1,1126,Jaipur,independent,medium,unfurnished,5-10,6,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,6771047
1637,3,4,2,13,14,1535,2,7723,Mumbai,apartment,high,semi,20+,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,21742025
2655,4,5,1,15,16,2139,2,4094,Delhi,apartment,low,unfurnished,10-20,7,1,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,22911281
1944,3,3,1,7,11,1698,0,3490,Kolkata,independent,low,unfurnished,20+,2,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,16799078
782,1,1,3,14,15,688,1,7635,Mumbai,villa,high,full,10-20,2,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,13556264
1857,4,3,3,14,24,1577,1,7861,Delhi,villa,low,semi,20+,2,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,19644405
3208,4,3,1,19,23,2802,0,4502,Jaipur,villa,medium,semi,10-20,3,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,15998400
1641,4,4,2,7,28,1237,0,2511,Kolkata,villa,high,full,10-20,4,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,12442612
1603,4,3,1,19,20,1384,2,985,Delhi,independent,low,unfurnished,0-5,3,1,1,1,1,0,1,0,1,1,0,1,0,0,0,1,1,1,16727281
671,4,3,3,15,16,624,0,7778,Mumbai,apartment,high,semi,20+,2,1,1,0,1,0,0,1,0,0,1,1,1,1,0,1,1,0,8141369
2845,2,3,2,14,18,2526,2,6247,Delhi,villa,high,full,5-10,3,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,20458268
664,4,4,3,19,20,559,0,5620,Pune,independent,high,full,10-20,1,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,1,8785877
2604,4,5,0,5,15,2014,1,6365,Kolkata,apartment,medium,unfurnished,0-5,3,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,22859143
1874,2,1,0,11,20,1597,0,4679,Chennai,villa,low,full,0-5,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,12966082
754,1,1,3,1,18,614,0,5419,Rajahmundry,villa,low,semi,10-20,7,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,5719858
1302,1,1,1,11,28,1135,2,1988,Rajahmundry,apartment,low,full,20+,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0,8053272
2552,1,1,1,19,20,1987,2,1438,Delhi,independent,low,full,20+,5,1,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,20230710
1433,1,1,0,17,19,1142,2,2572,Rajahmundry,villa,low,unfurnished,0-5,7,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,6636834
3237,4,3,1,6,26,2695,0,3534,Mumbai,apartment,medium,semi,20+,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,23582512
2229,1,1,3,16,17,2061,1,5465,Ahmedabad,villa,high,semi,20+,3,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,16792852
1525,4,5,2,2,8,1260,1,7205,Rajahmundry,apartment,medium,semi,20+,3,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,7618668
1738,4,4,0,2,10,1391,0,4778,Pune,independent,high,semi,0-5,4,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,19020778
3408,4,3,1,11,25,2664,2,7408,Hyderabad,independent,high,semi,10-20,3,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,22977732
2738,2,3,2,5,6,2382,1,3892,Jaipur,villa,medium,unfurnished,20+,2,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,20433053
2066,3,3,2,3,7,1889,1,1253,Delhi,villa,medium,full,10-20,2,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,18238902
1956,2,1,1,8,13,1671,0,932,Pune,apartment,high,semi,10-20,6,1,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,1,18727653
2803,3,4,3,19,25,2243,2,5638,Kolkata,independent,low,semi,0-5,2,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,22584801
3494,2,2,0,7,23,2645,0,4931,Chennai,villa,low,unfurnished,10-20,6,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,30089400
1848,1,1,3,8,12,1704,0,793,Ahmedabad,independent,medium,full,5-10,3,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,9384112
1396,4,4,3,16,17,1072,0,886,Pune,villa,high,unfurnished,20+,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,14336827
1074,3,4,2,13,14,809,2,4959,Hyderabad,independent,high,semi,10-20,5,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,8653772
2783,4,3,3,13,14,2630,1,1259,Delhi,independent,low,full,20+,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,1,25867290
2042,2,1,0,5,13,1817,1,3827,Mumbai,villa,medium,unfurnished,5-10,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0,19993836
1542,3,4,2,8,9,1339,0,4823,Mumbai,villa,low,full,20+,5,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,15742683
3078,4,5,0,15,16,2728,0,104,Delhi,independent,high,unfurnished,20+,6,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,24205505
2553,3,4,1,14,25,2205,0,3182,Mumbai,independent,medium,semi,0-5,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,18940493
1197,3,4,3,8,27,1071,0,3667,Kolkata,independent,high,full,10-20,3,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,9662424
1375,1,1,1,9,10,1293,1,1327,Kolkata,apartment,low,full,20+,5,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,7852225
2111,2,3,2,8,9,1640,0,5529,Ahmedabad,villa,medium,semi,0-5,3,1,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,12569257
3199,1,2,0,3,7,2632,0,3963,Kolkata,independent,medium,unfurnished,0-5,2,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,23815284
1727,3,3,3,6,16,1451,0,4863,Delhi,villa,medium,semi,20+,4,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,14547286
791,1,1,2,6,17,686,0,1861,Rajahmundry,villa,high,unfurnished,20+,5,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,1,6100366
2711,1,2,0,10,11,2424,1,505,Jaipur,independent,low,semi,5-10,4,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,20042452
1005,2,1,1,15,16,943,2,5366,Hyderabad,independent,high,semi,10-20,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,7275900
3435,2,2,3,17,19,3232,1,2696,Rajahmundry,villa,low,unfurnished,10-20,4,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,16468976
2269,1,2,3,7,8,1884,1,7408,Chennai,apartment,medium,semi,20+,7,0,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,18447534
1463,4,5,2,1,24,1196,0,6071,Bangalore,villa,high,unfurnished,5-10,2,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,14453301
1498,3,2,3,2,6,1411,0,6642,Hyderabad,apartment,high,semi,20+,3,1,0,1,0,0,1,1,0,1,0,1,1,0,0,1,1,1,12641266
845,4,3,0,16,17,670,2,5190,Jaipur,independent,high,unfurnished,5-10,6,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,6255630
1811,4,3,2,17,19,1386,1,6665,Kolkata,villa,medium,full,20+,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,12433645
2091,3,4,3,7,27,1744,0,2566,Hyderabad,apartment,medium,semi,20+,7,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,13235541
1954,3,3,3,19,28,1478,2,5760,Pune,villa,medium,semi,5-10,3,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,18134137
1139,2,2,2,16,22,948,0,4055,Mumbai,villa,medium,semi,10-20,3,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,13085571
3446,3,3,0,4,6,3039,2,2055,Jaipur,independent,low,unfurnished,10-20,7,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,16395252
934,2,3,2,2,3,886,2,1683,Rajahmundry,apartment,medium,semi,0-5,6,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,7001383
1736,4,5,0,1,4,1353,0,6240,Delhi,independent,high,full,0-5,6,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,22454000
3321,3,2,0,11,12,2747,2,3231,Ahmedabad,apartment,medium,unfurnished,0-5,7,0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,22282857
3112,4,4,0,14,15,2739,1,5272,Pune,apartment,high,semi,5-10,2,0,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,22758425
2468,3,4,3,2,13,2069,0,4076,Kolkata,villa,low,full,5-10,2,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,12220112
2314,3,3,3,19,24,2090,0,3102,Delhi,independent,high,unfurnished,10-20,2,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,21449397
3047,4,3,0,3,21,2410,2,3604,Chennai,apartment,high,semi,0-5,5,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,16883379
1004,2,2,2,9,23,907,2,5083,Bangalore,villa,medium,unfurnished,10-20,7,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,12232839
2854,1,2,2,17,18,2687,2,6926,Chennai,villa,medium,semi,5-10,6,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,22744589
2132,3,4,1,15,29,1673,1,914,Jaipur,apartment,high,semi,5-10,7,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,11525316
1587,2,3,3,10,11,1345,2,4881,Mumbai,apartment,low,semi,0-5,5,1,1,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,12820025
1262,1,2,0,16,17,1115,1,7390,Chennai,apartment,low,semi,5-10,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,1,1,0,7015167
1048,3,2,2,12,13,792,0,4062,Delhi,villa,high,semi,10-20,5,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,11423310
904,3,4,0,16,24,678,2,6301,Pune,apartment,low,full,0-5,7,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,6573899
2055,2,3,2,12,26,1854,2,2415,Kolkata,independent,high,unfurnished,0-5,6,0,0,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,15571027
2193,3,3,1,14,20,1954,1,2612,Pune,villa,low,full,5-10,6,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,21249342
1866,4,4,3,9,17,1452,2,1965,Pune,independent,high,unfurnished,20+,7,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,11440418
1303,1,1,0,1,2,1142,2,2818,Bangalore,villa,medium,semi,5-10,2,0,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,11130199
2129,2,2,3,11,12,1751,0,2330,Chennai,villa,low,unfurnished,0-5,5,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,13150974
2079,2,2,2,9,18,1566,2,6933,Chennai,independent,high,full,5-10,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,16487082
645,3,2,3,19,20,509,1,7098,Bangalore,villa,medium,semi,10-20,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,6048815
3412,2,2,2,19,23,3080,2,4950,Mumbai,apartment,low,unfurnished,10-20,7,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,36191114
2725,1,1,0,12,24,2416,0,362,Chennai,villa,low,full,10-20,4,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,25320828
1326,1,1,0,0,22,1229,2,7137,Mumbai,villa,low,full,5-10,2,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,14000448
1441,4,5,2,8,9,1204,1,3651,Mumbai,villa,medium,unfurnished,10-20,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,17535158
2763,3,2,0,14,28,2460,0,7120,Kolkata,villa,low,unfurnished,10-20,3,1,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,0,23908741
750,1,1,0,15,16,644,1,4988,Chennai,apartment,medium,semi,5-10,7,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,5591250
2926,3,4,1,1,6,2406,0,7923,Chennai,independent,high,unfurnished,10-20,4,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,24413787
2150,4,3,0,11,12,1648,0,1057,Chennai,villa,medium,semi,10-20,3,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,15624787
968,3,4,2,8,13,815,2,7560,Pune,villa,high,unfurnished,20+,7,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,10080452
2062,3,4,0,13,26,1761,0,5367,Chennai,independent,high,semi,10-20,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,14980801
1253,3,2,3,7,29,1180,1,3911,Bangalore,apartment,high,semi,5-10,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,9152153
1882,2,1,2,5,28,1501,0,5821,Jaipur,independent,medium,full,20+,5,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,15094833
2089,4,3,3,15,16,1954,1,3535,Kolkata,independent,medium,unfurnished,5-10,4,0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,0,1,14944705
1222,3,4,1,3,25,920,2,1336,Rajahmundry,independent,medium,unfurnished,10-20,7,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,7764615
2560,2,1,3,5,19,2276,0,6962,Chennai,apartment,medium,unfurnished,0-5,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,21130704
2656,2,1,0,5,26,2393,0,5222,Rajahmundry,apartment,low,unfurnished,20+,7,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,16212792
2285,2,3,2,14,15,1888,1,6967,Kolkata,apartment,medium,semi,20+,2,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,18787005
3243,2,2,0,9,10,2499,1,7654,Mumbai,independent,low,unfurnished,0-5,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,25858070
2571,1,1,0,14,18,1959,2,4511,Bangalore,apartment,low,unfurnished,0-5,6,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,17101367
1951,3,2,3,2,17,1738,2,3982,Bangalore,independent,low,full,5-10,5,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,19583921
1219,1,1,3,11,12,1094,1,4971,Jaipur,apartment,low,unfurnished,20+,5,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,8743019
3118,2,1,3,5,29,2791,0,4087,Mumbai,independent,medium,full,10-20,6,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,36197831
2955,2,3,3,15,23,2327,0,164,Rajahmundry,independent,medium,full,5-10,6,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,15229155
1599,4,4,3,16,17,1335,0,6831,Ahmedabad,independent,high,full,5-10,5,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,14542792
975,1,1,0,1,13,845,2,5379,Ahmedabad,independent,low,semi,0-5,5,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,8500230
2833,1,1,3,6,14,2531,2,160,Bangalore,apartment,medium,semi,5-10,2,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,24571939
1380,1,1,2,18,19,1309,1,2990,Pune,villa,medium,unfurnished,0-5,2,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1,0,12479313
1804,1,1,3,12,13,1515,1,439,Ahmedabad,independent,medium,full,0-5,0,1,1,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,14042084
2935,3,2,0,19,20,2686,2,3276,Ahmedabad,apartment,medium,semi,20+,4,0,1,1,0,0,1,0,1,1,0,1,1,0,1,0,1,1,19290501
2972,1,2,2,0,4,2762,0,1623,Ahmedabad,apartment,low,semi,0-5,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,19220299
1876,3,4,3,7,22,1553,2,6597,Chennai,apartment,low,full,20+,3,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,16039644
3499,3,4,0,0,15,2683,0,3560,Rajahmundry,villa,low,full,10-20,4,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,19530416
893,4,5,1,15,21,843,2,4229,Chennai,villa,medium,full,10-20,5,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,8915000
2743,3,3,2,1,21,2308,2,5034,Chennai,villa,high,unfurnished,20+,2,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0,18142633
3058,2,2,1,4,5,2647,0,5234,Chennai,apartment,medium,full,20+,2,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,22276226
2223,2,2,3,8,13,2007,1,7376,Kolkata,apartment,high,semi,5-10,7,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,15574454
1998,3,3,0,18,19,1569,1,5904,Mumbai,villa,high,unfurnished,5-10,3,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,27402774
699,3,3,2,17,18,572,2,2953,Mumbai,villa,high,semi,0-5,5,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1,8615762
1121,2,1,2,5,11,892,1,6444,Bangalore,villa,high,unfurnished,0-5,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,9724171
2367,1,2,2,14,15,2155,0,7963,Hyderabad,independent,high,semi,5-10,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,14694986
2494,4,5,1,15,16,2201,0,6059,Chennai,villa,high,full,10-20,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,22657803
1291,1,2,0,6,25,1028,0,2581,Bangalore,apartment,medium,unfurnished,10-20,4,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,9600796
1591,3,2,2,6,26,1508,2,7735,Jaipur,villa,low,semi,5-10,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,10932500
1939,1,1,0,8,12,1543,2,6243,Pune,villa,low,unfurnished,10-20,3,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,20796302
1110,3,2,2,7,25,976,0,4710,Pune,apartment,medium,unfurnished,20+,5,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,6671289
2200,1,1,1,14,15,1935,1,1621,Rajahmundry,villa,low,unfurnished,10-20,3,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,11322150
2123,2,3,3,3,10,1923,1,7925,Chennai,apartment,high,semi,5-10,4,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,12715813
2150,3,4,1,11,12,1994,0,5983,Mumbai,apartment,low,semi,20+,5,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,14544810
2160,4,5,0,1,22,1873,1,6162,Kolkata,villa,medium,unfurnished,0-5,6,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,12903888
3280,4,3,2,18,19,2894,2,6257,Ahmedabad,apartment,high,unfurnished,0-5,3,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,23399352
1329,2,3,0,19,28,1083,0,1735,Hyderabad,apartment,low,unfurnished,0-5,6,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,12699993
1464,1,2,2,1,10,1124,2,7429,Hyderabad,apartment,low,unfurnished,20+,3,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,11024508
3100,3,3,1,15,29,2655,2,4672,Hyderabad,villa,high,full,10-20,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,25174710
1922,2,1,0,17,29,1651,0,2156,Pune,apartment,low,full,5-10,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,15327053
2375,3,4,3,7,8,1867,1,4836,Hyderabad,villa,high,unfurnished,0-5,6,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,19480587
1812,2,3,3,3,4,1528,1,2285,Chennai,apartment,high,full,0-5,2,1,0,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,11819241
2176,3,3,3,0,9,1819,1,3775,Ahmedabad,independent,high,semi,10-20,5,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,17660937
2447,4,4,1,1,22,2139,1,3480,Mumbai,apartment,low,semi,20+,6,1,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,22167385
3082,2,3,1,4,25,2494,2,7142,Kolkata,apartment,medium,unfurnished,10-20,6,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,22651845
1286,2,3,0,3,5,1132,1,6362,Mumbai,apartment,low,unfurnished,20+,6,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,12585753
2160,1,2,3,7,28,1678,2,1918,Mumbai,independent,medium,semi,5-10,2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,16289839
3345,2,1,0,14,15,2595,0,1466,Bangalore,independent,high,unfurnished,0-5,2,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,0,24075888
796,4,4,3,2,24,703,0,3655,Chennai,villa,high,unfurnished,10-20,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,0,8783086
2656,4,5,0,16,17,2489,1,5555,Chennai,villa,medium,unfurnished,20+,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,21411331
2646,1,1,0,4,9,2026,2,5191,Rajahmundry,independent,low,full,20+,4,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,15342834
2724,3,2,3,17,18,2176,1,5279,Jaipur,independent,low,unfurnished,20+,6,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,16078630
1666,1,1,1,16,21,1450,2,3365,Jaipur,apartment,medium,semi,20+,2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,12195779
2203,2,3,1,13,15,1840,2,4053,Rajahmundry,villa,low,unfurnished,5-10,3,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,16105760
2554,2,3,1,2,8,1941,1,4671,Delhi,independent,medium,full,5-10,6,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,16358340
1115,4,3,0,2,21,1017,1,4752,Rajahmundry,villa,high,full,10-20,7,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,7778036
2516,1,1,0,16,17,2012,1,7110,Delhi,apartment,high,full,0-5,6,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,29500200
1332,1,1,3,19,24,1258,0,5254,Bangalore,independent,medium,full,10-20,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,9376525
3377,2,3,0,19,23,2701,0,256,Bangalore,independent,high,semi,10-20,2,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,30539066
3358,4,5,1,0,8,2836,1,2660,Rajahmundry,villa,high,full,20+,4,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,24283836
3211,1,1,2,9,22,2802,0,109,Mumbai,apartment,high,semi,5-10,5,1,1,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,26498463
805,2,3,2,9,17,695,0,707,Chennai,apartment,low,unfurnished,10-20,4,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,5403520
3074,2,3,0,17,22,2878,0,7476,Rajahmundry,independent,high,unfurnished,0-5,2,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,19825110
811,4,3,2,1,18,656,1,2413,Jaipur,independent,low,semi,0-5,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,6275778
3282,2,2,0,2,15,2680,0,1828,Kolkata,villa,high,semi,20+,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,27196318
1429,2,3,2,18,19,1087,2,1244,Delhi,apartment,medium,unfurnished,5-10,5,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,12408673
2825,3,3,3,4,22,2155,0,485,Jaipur,independent,low,unfurnished,5-10,3,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,17136318
1864,3,4,1,14,24,1668,2,3379,Delhi,apartment,high,unfurnished,20+,7,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,19088600
3124,2,1,0,5,22,2382,0,3331,Chennai,apartment,medium,full,5-10,2,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,15937542
2893,2,2,2,0,20,2710,2,7831,Rajahmundry,apartment,medium,unfurnished,10-20,7,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,13034193
2790,4,3,2,3,13,2112,0,2680,Chennai,independent,medium,full,20+,7,0,1,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,23893044
728,4,4,2,16,17,552,0,2402,Pune,villa,high,unfurnished,20+,6,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,9329428
2572,2,1,2,7,27,2098,1,1049,Chennai,independent,high,full,20+,4,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,1,0,14724616
735,1,1,0,16,24,690,1,1251,Hyderabad,villa,medium,full,5-10,7,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,8654431
1421,2,1,2,13,14,1343,2,7099,Chennai,apartment,low,semi,0-5,4,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,13961644
2070,2,3,2,6,13,1624,0,4621,Rajahmundry,independent,medium,unfurnished,20+,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,9007545
